 83
 1.00E+02 9.261E+08 2.521E+08 4.150E+08 5.885E+08 1.340E+08 2.243E+08 1.138E+05
 1.25E+02 8.973E+08 1.857E+08 3.386E+08 5.478E+08 1.157E+08 1.952E+08 1.500E+05
 1.50E+02 8.568E+08 1.478E+08 2.818E+08 5.156E+08 1.024E+08 1.738E+08 1.880E+05
 1.75E+02 8.082E+08 1.257E+08 2.414E+08 4.892E+08 9.223E+07 1.573E+08 2.274E+05
 2.00E+02 7.562E+08 1.135E+08 2.146E+08 4.670E+08 8.414E+07 1.441E+08 2.679E+05
 2.50E+02 6.565E+08 1.050E+08 1.867E+08 4.312E+08 7.200E+07 1.241E+08 3.516E+05
 3.00E+02 5.737E+08 1.054E+08 1.736E+08 4.034E+08 6.325E+07 1.097E+08 4.374E+05
 3.50E+02 5.100E+08 1.073E+08 1.633E+08 3.808E+08 5.659E+07 9.863E+07 5.242E+05
 4.00E+02 4.618E+08 1.083E+08 1.525E+08 3.619E+08 5.132E+07 8.986E+07 6.110E+05
 4.50E+02 4.251E+08 1.078E+08 1.412E+08 3.458E+08 4.703E+07 8.270E+07 6.971E+05
 5.00E+02 3.966E+08 1.061E+08 1.302E+08 3.318E+08 4.345E+07 7.671E+07 7.818E+05
 6.00E+02 3.554E+08 1.005E+08 1.103E+08 3.086E+08 3.781E+07 6.724E+07 9.455E+05
 7.00E+02 3.270E+08 9.364E+07 9.451E+07 2.900E+08 3.353E+07 6.004E+07 1.100E+06
 8.00E+02 3.057E+08 8.658E+07 8.235E+07 2.745E+08 3.016E+07 5.434E+07 1.242E+06
 9.00E+02 2.890E+08 7.988E+07 7.305E+07 2.614E+08 2.743E+07 4.970E+07 1.373E+06
 1.00E+03 2.752E+08 7.372E+07 6.583E+07 2.501E+08 2.516E+07 4.584E+07 1.492E+06
 1.25E+03 2.486E+08 6.084E+07 5.354E+07 2.274E+08 2.086E+07 3.848E+07 1.736E+06
 1.50E+03 2.287E+08 5.104E+07 4.580E+07 2.100E+08 1.781E+07 3.321E+07 2.009E+06
 1.75E+03 2.130E+08 4.350E+07 4.036E+07 1.962E+08 1.552E+07 2.923E+07 2.288E+06
 2.00E+03 2.001E+08 3.762E+07 3.622E+07 1.848E+08 1.374E+07 2.611E+07 2.560E+06
 2.50E+03 1.799E+08 2.913E+07 3.015E+07 1.669E+08 1.114E+07 2.149E+07 3.071E+06
 3.00E+03 1.646E+08 2.340E+07 2.578E+07 1.534E+08 9.318E+06 1.823E+07 3.531E+06
 3.50E+03 1.526E+08 1.932E+07 2.244E+07 1.426E+08 7.978E+06 1.579E+07 3.946E+06
 4.00E+03 1.428E+08 1.631E+07 1.979E+07 1.338E+08 6.949E+06 1.390E+07 4.321E+06
 4.50E+03 1.346E+08 1.400E+07 1.764E+07 1.264E+08 6.134E+06 1.238E+07 4.665E+06
 5.00E+03 1.276E+08 1.219E+07 1.586E+07 1.201E+08 5.475E+06 1.114E+07 4.979E+06
 6.00E+03 1.163E+08 9.552E+06 1.310E+07 1.097E+08 4.474E+06 9.240E+06 5.538E+06
 7.00E+03 1.073E+08 7.744E+06 1.107E+07 1.015E+08 3.753E+06 7.846E+06 6.020E+06
 8.00E+03 1.000E+08 6.441E+06 9.525E+06 9.476E+07 3.211E+06 6.785E+06 6.444E+06
 9.00E+03 9.397E+07 5.466E+06 8.311E+06 8.915E+07 2.791E+06 5.950E+06 6.820E+06
 1.00E+04 8.878E+07 4.713E+06 7.339E+06 8.436E+07 2.456E+06 5.279E+06 7.161E+06
 1.25E+04 7.857E+07 3.430E+06 5.598E+06 7.490E+07 1.862E+06 4.069E+06 7.888E+06
 1.50E+04 7.098E+07 2.638E+06 4.457E+06 6.783E+07 1.476E+06 3.266E+06 8.489E+06
 1.75E+04 6.504E+07 2.108E+06 3.661E+06 6.229E+07 1.207E+06 2.700E+06 9.002E+06
 2.00E+04 6.025E+07 1.733E+06 3.079E+06 5.779E+07 1.011E+06 2.282E+06 9.452E+06
 2.50E+04 5.292E+07 1.247E+06 2.294E+06 5.090E+07 7.483E+05 1.712E+06 1.021E+07
 3.00E+04 4.752E+07 9.505E+05 1.796E+06 4.580E+07 5.820E+05 1.347E+06 1.084E+07
 3.50E+04 4.335E+07 7.548E+05 1.457E+06 4.185E+07 4.690E+05 1.095E+06 1.139E+07
 4.00E+04 4.001E+07 6.177E+05 1.213E+06 3.868E+07 3.882E+05 9.135E+05 1.187E+07
 4.50E+04 3.727E+07 5.174E+05 1.031E+06 3.607E+07 3.279E+05 7.770E+05 1.231E+07
 5.00E+04 3.497E+07 4.414E+05 8.910E+05 3.388E+07 2.816E+05 6.714E+05 1.271E+07
 6.00E+04 3.132E+07 3.351E+05 6.909E+05 3.040E+07 2.158E+05 5.200E+05 1.344E+07
 7.00E+04 2.855E+07 2.653E+05 5.565E+05 2.775E+07 1.719E+05 4.179E+05 1.408E+07
 8.00E+04 2.636E+07 2.167E+05 4.611E+05 2.566E+07 1.409E+05 3.452E+05 1.466E+07
 9.00E+04 2.459E+07 1.813E+05 3.904E+05 2.396E+07 1.182E+05 2.914E+05 1.520E+07
 1.00E+05 2.312E+07 1.545E+05 3.363E+05 2.255E+07 1.008E+05 2.502E+05 1.570E+07
 1.25E+05 2.012E+07 1.093E+05 2.463E+05 2.012E+07 7.233E+04 1.777E+05 1.683E+07
 1.50E+05 1.822E+07 8.303E+04 1.895E+05 1.822E+07 5.490E+04 1.370E+05 1.783E+07
 1.75E+05 1.682E+07 6.587E+04 1.519E+05 1.682E+07 4.343E+04 1.097E+05 1.875E+07
 2.00E+05 1.574E+07 5.394E+04 1.255E+05 1.574E+07 3.544E+04 9.043E+04 1.961E+07
 2.50E+05 1.419E+07 3.870E+04 9.137E+04 1.419E+07 2.524E+04 6.545E+04 2.125E+07
 3.00E+05 1.314E+07 2.955E+04 7.057E+04 1.314E+07 1.914E+04 5.027E+04 2.283E+07
 3.50E+05 1.238E+07 2.354E+04 5.675E+04 1.238E+07 1.517E+04 4.024E+04 2.439E+07
 4.00E+05 1.180E+07 1.935E+04 4.700E+04 1.180E+07 1.242E+04 3.321E+04 2.595E+07
 4.50E+05 1.136E+07 1.628E+04 3.981E+04 1.136E+07 1.042E+04 2.804E+04 2.752E+07
 5.00E+05 1.100E+07 1.396E+04 3.431E+04 1.100E+07 8.909E+03 2.412E+04 2.910E+07
 6.00E+05 1.048E+07 1.069E+04 2.651E+04 1.048E+07 6.805E+03 1.859E+04 3.229E+07
 7.00E+05 1.011E+07 8.524E+03 2.129E+04 1.011E+07 5.425E+03 1.492E+04 3.554E+07
 8.00E+05 9.839E+06 7.003E+03 1.759E+04 9.839E+06 4.460E+03 1.233E+04 3.884E+07
 9.00E+05 9.635E+06 5.883E+03 1.485E+04 9.635E+06 3.752E+03 1.042E+04 4.219E+07
 1.00E+06 9.476E+06 5.030E+03 1.275E+04 9.476E+06 3.215E+03 8.960E+03 4.558E+07
 1.25E+06 9.204E+06 3.598E+03 9.192E+03 9.204E+06 2.314E+03 6.493E+03 5.429E+07
 1.50E+06 9.036E+06 2.726E+03 7.004E+03 9.036E+06 1.765E+03 4.975E+03 6.325E+07
 1.75E+06 8.923E+06 2.148E+03 5.546E+03 8.923E+06 1.401E+03 3.962E+03 7.244E+07
