 85
 1.0000E+03 2.0410E+06
 1.0208E+03 1.9651E+06
 1.0420E+03 1.8920E+06
 1.0420E+03 1.9320E+06
 1.2500E+03 1.3537E+06
 1.5000E+03 9.4780E+05
 1.7500E+03 6.8493E+05
 2.0000E+03 5.1690E+05
 2.5000E+03 3.1547E+05
 2.7867E+03 2.4810E+05
 2.7867E+03 8.4410E+05
 2.8470E+03 7.0223E+05
 2.9087E+03 5.8430E+05
 2.9087E+03 9.7040E+05
 3.0000E+03 7.8060E+05
 3.4260E+03 5.5920E+05
 3.4260E+03 6.4710E+05
 3.5000E+03 6.1382E+05
 4.0000E+03 4.4140E+05
 4.0080E+03 4.3920E+05
 4.0080E+03 4.6580E+05
 4.1596E+03 4.2585E+05
 4.3170E+03 3.8940E+05
 4.3170E+03 4.0640E+05
 4.5000E+03 3.6751E+05
 5.0000E+03 2.8470E+05
 6.0000E+03 1.8200E+05
 7.0000E+03 1.2365E+05
 8.0000E+03 8.8460E+04
 9.0000E+03 6.5506E+04
 1.0000E+04 5.0070E+04
 1.2500E+04 2.8105E+04
 1.4213E+04 2.0160E+04
 1.4213E+04 4.9600E+04
 1.5000E+04 4.3320E+04
 1.6785E+04 3.1720E+04
 1.6785E+04 4.4310E+04
 1.7135E+04 4.2157E+04
 1.7493E+04 4.0110E+04
 1.7493E+04 4.6370E+04
 1.7500E+04 4.6333E+04
 2.0000E+04 3.2930E+04
 2.5000E+04 1.8419E+04
 3.0000E+04 1.1460E+04
 3.5000E+04 7.6051E+03
 4.0000E+04 5.3330E+03
 4.5000E+04 3.8843E+03
 5.0000E+04 2.9250E+03
 6.0000E+04 1.7840E+03
 7.0000E+04 1.1716E+03
 8.0000E+04 8.1380E+02
 9.0000E+04 5.8929E+02
 9.5730E+04 4.9760E+02
 9.5730E+04 2.2820E+03
 1.0000E+05 2.0370E+03
 1.2500E+05 1.1417E+03
 1.5000E+05 7.1060E+02
 1.7500E+05 4.7438E+02
 2.0000E+05 3.3400E+02
 2.5000E+05 1.8646E+02
 3.0000E+05 1.1660E+02
 3.5000E+05 7.8970E+01
 4.0000E+05 5.6730E+01
 4.5000E+05 4.2632E+01
 5.0000E+05 3.3190E+01
 6.0000E+05 2.1790E+01
 7.0000E+05 1.5470E+01
 8.0000E+05 1.1610E+01
 9.0000E+05 9.0777E+00
 1.0000E+06 7.3250E+00
 1.0220E+06 7.0120E+00 1.0000E-35
 1.2500E+06 4.7320E+00 1.4320E-01
 1.5000E+06 3.3690E+00 6.9000E-01
 1.7500E+06 2.5602E+00 1.3792E+00
 2.0000E+06 2.0370E+00 2.0620E+00
 2.0440E+06 1.9640E+00 2.1810E+00
 2.5000E+06 1.4139E+00 3.3357E+00
 3.0000E+06 1.0640E+00 4.4474E+00
 3.5000E+06 8.4444E-01 5.4428E+00
 4.0000E+06 6.9570E-01 6.3479E+00
 4.5000E+06 5.8916E-01 7.1770E+00
 5.0000E+06 5.0950E-01 7.9427E+00
 6.0000E+06 3.9900E-01 9.3205E+00
 7.0000E+06 3.2660E-01 1.0537E+01
 8.0000E+06 2.7580E-01 1.1631E+01
 9.0000E+06 2.3820E-01 1.2625E+01
 1.0000E+07 2.0950E-01 1.3548E+01
 1.1000E+07 1.8680E-01 1.4400E+01
 1.2000E+07 1.6850E-01 1.5201E+01
 1.3000E+07 1.5340E-01 1.5942E+01
 1.4000E+07 1.4070E-01 1.6632E+01
 1.5000E+07 1.2990E-01 1.7282E+01
 1.6000E+07 1.2070E-01 1.7891E+01
 1.8000E+07 1.0560E-01 1.8988E+01
 2.0000E+07 9.3830E-02 1.9963E+01
 2.2000E+07 8.4400E-02 2.0857E+01
 2.4000E+07 7.6690E-02 2.1660E+01
 2.6000E+07 7.0260E-02 2.2401E+01
 2.8000E+07 6.4820E-02 2.3082E+01
 3.0000E+07 6.0150E-02 2.3712E+01
 3.5000E+07 5.0969E-02 2.5093E+01
 4.0000E+07 4.4220E-02 2.6264E+01
 4.5000E+07 3.9046E-02 2.7279E+01
 5.0000E+07 3.4950E-02 2.8165E+01
 6.0000E+07 2.8880E-02 2.9629E+01
 7.0000E+07 2.4611E-02 3.0815E+01
 8.0000E+07 2.1440E-02 3.1795E+01
 9.0000E+07 1.8989E-02 3.2613E+01
 1.0000E+08 1.7040E-02 3.3312E+01
 1.2500E+08 1.3566E-02 3.4696E+01
 1.5000E+08 1.1270E-02 3.5724E+01
 1.7500E+08 9.6360E-03 3.6516E+01
 2.0000E+08 8.4150E-03 3.7151E+01
 2.5000E+08 6.7142E-03 3.8119E+01
 3.0000E+08 5.5860E-03 3.8823E+01
 3.5000E+08 4.7826E-03 3.9355E+01
 4.0000E+08 4.1810E-03 3.9772E+01
