 72
 1.0000E+03 9.8530E+05
 1.2500E+03 6.3080E+05
 1.5000E+03 4.3820E+05
 1.6617E+03 3.5340E+05
 1.6617E+03 4.3760E+05
 1.6888E+03 6.4674E+05
 1.7164E+03 9.5510E+05
 1.7164E+03 1.0770E+06
 1.7500E+03 1.0756E+06
 2.0000E+03 1.0630E+06
 2.1076E+03 9.3150E+05
 2.1076E+03 1.0810E+06
 2.2328E+03 9.4043E+05
 2.3654E+03 8.1790E+05
 2.3654E+03 8.6940E+05
 2.5000E+03 7.6464E+05
 2.6009E+03 6.9760E+05
 2.6009E+03 7.2790E+05
 3.0000E+03 5.2140E+05
 3.5000E+03 3.5927E+05
 4.0000E+03 2.6010E+05
 4.5000E+03 1.9411E+05
 5.0000E+03 1.4940E+05
 6.0000E+03 9.4220E+04
 7.0000E+03 6.3409E+04
 8.0000E+03 4.4990E+04
 9.0000E+03 3.3108E+04
 9.5607E+03 2.8290E+04
 9.5607E+03 7.4440E+04
 1.0000E+04 6.6920E+04
 1.0739E+04 5.4950E+04
 1.0739E+04 7.5540E+04
 1.1002E+04 7.1244E+04
 1.1271E+04 6.7190E+04
 1.1271E+04 7.7680E+04
 1.2500E+04 5.9604E+04
 1.5000E+04 3.7380E+04
 1.7500E+04 2.4844E+04
 2.0000E+04 1.7440E+04
 2.5000E+04 9.5603E+03
 3.0000E+04 5.8500E+03
 3.5000E+04 3.8345E+03
 4.0000E+04 2.6590E+03
 4.5000E+04 1.9202E+03
 5.0000E+04 1.4350E+03
 6.0000E+04 8.6410E+02
 6.5351E+04 6.8080E+02
 6.5351E+04 3.5300E+03
 7.0000E+04 2.9460E+03
 8.0000E+04 2.0730E+03
 9.0000E+04 1.5196E+03
 1.0000E+05 1.1490E+03
 1.2500E+05 6.3020E+02
 1.5000E+05 3.8370E+02
 1.7500E+05 2.5200E+02
 2.0000E+05 1.7520E+02
 2.5000E+05 9.5872E+01
 3.0000E+05 5.9020E+01
 3.5000E+05 3.9464E+01
 4.0000E+05 2.8050E+01
 4.5000E+05 2.0894E+01
 5.0000E+05 1.6150E+01
 6.0000E+05 1.0490E+01
 7.0000E+05 7.3874E+00
 8.0000E+05 5.5140E+00
 9.0000E+05 4.2988E+00
 1.0000E+06 3.4630E+00
 1.0220E+06 3.3140E+00 1.0000E-35
 1.2500E+06 2.2340E+00 9.1440E-02
 1.5000E+06 1.5930E+00 4.2640E-01
 1.7500E+06 1.2119E+00 8.6759E-01
 2.0000E+06 9.6520E-01 1.3320E+00
 2.0440E+06 9.3080E-01 1.4140E+00
 2.5000E+06 6.7159E-01 2.2367E+00
 3.0000E+06 5.0670E-01 3.0679E+00
 3.5000E+06 4.0314E-01 3.8290E+00
 4.0000E+06 3.3290E-01 4.5268E+00
 4.5000E+06 2.8249E-01 5.1674E+00
 5.0000E+06 2.4470E-01 5.7585E+00
 6.0000E+06 1.9210E-01 6.8190E+00
 7.0000E+06 1.5760E-01 7.7565E+00
 8.0000E+06 1.3330E-01 8.6005E+00
 9.0000E+06 1.1540E-01 9.3681E+00
 1.0000E+07 1.0160E-01 1.0073E+01
 1.1000E+07 9.0670E-02 1.0723E+01
 1.2000E+07 8.1840E-02 1.1333E+01
 1.3000E+07 7.4560E-02 1.1902E+01
 1.4000E+07 6.8450E-02 1.2431E+01
 1.5000E+07 6.3250E-02 1.2919E+01
 1.6000E+07 5.8780E-02 1.3377E+01
 1.8000E+07 5.1480E-02 1.4201E+01
 2.0000E+07 4.5780E-02 1.4944E+01
 2.2000E+07 4.1210E-02 1.5616E+01
 2.4000E+07 3.7470E-02 1.6217E+01
 2.6000E+07 3.4340E-02 1.6777E+01
 2.8000E+07 3.1690E-02 1.7287E+01
 3.0000E+07 2.9430E-02 1.7765E+01
 3.5000E+07 2.4962E-02 1.8808E+01
 4.0000E+07 2.1660E-02 1.9681E+01
 4.5000E+07 1.9129E-02 2.0440E+01
 5.0000E+07 1.7130E-02 2.1108E+01
 6.0000E+07 1.4170E-02 2.2219E+01
 7.0000E+07 1.2076E-02 2.3112E+01
 8.0000E+07 1.0520E-02 2.3851E+01
 9.0000E+07 9.3216E-03 2.4472E+01
 1.0000E+08 8.3690E-03 2.5003E+01
 1.2500E+08 6.6643E-03 2.6048E+01
 1.5000E+08 5.5360E-03 2.6821E+01
 1.7500E+08 4.7347E-03 2.7421E+01
 2.0000E+08 4.1360E-03 2.7904E+01
 2.5000E+08 3.3006E-03 2.8634E+01
 3.0000E+08 2.7460E-03 2.9162E+01
 3.5000E+08 2.3514E-03 2.9562E+01
 4.0000E+08 2.0560E-03 2.9879E+01
 4.5000E+08 1.8265E-03 3.0136E+01
 5.0000E+08 1.6430E-03 3.0350E+01
 6.0000E+08 1.3680E-03 3.0688E+01
 7.0000E+08 1.1719E-03 3.0943E+01
 8.0000E+08 1.0250E-03 3.1140E+01
 9.0000E+08 9.1069E-04 3.1297E+01
 1.0000E+09 8.1930E-04 3.1427E+01
 1.5000E+09 5.4580E-04 3.1849E+01
 2.0000E+09 4.0920E-04 3.2075E+01
 3.0000E+09 2.7270E-04 3.2322E+01
 4.0000E+09 2.0450E-04 3.2456E+01
 5.0000E+09 1.6360E-04 3.2539E+01
 6.0000E+09 1.3630E-04 3.2601E+01
 8.0000E+09 1.0220E-04 3.2673E+01
 1.0000E+10 8.1760E-05 3.2724E+01
 1.5000E+10 5.4500E-05 3.2786E+01
 2.0000E+10 4.0870E-05 3.2828E+01
 3.0000E+10 2.7250E-05 3.2859E+01
 4.0000E+10 2.0440E-05 3.2879E+01
 5.0000E+10 1.6350E-05 3.2900E+01
 6.0000E+10 1.3620E-05 3.2900E+01
 8.0000E+10 1.0220E-05 3.2910E+01
 1.0000E+11 8.1740E-06 3.2921E+01
