  1
 1.00E+02 3.284E+07 8.818E+06 1.655E+07 2.106E+07 5.415E+06 1.031E+07 5.385E+02
 1.25E+02 2.557E+07 5.971E+06 1.157E+07 1.769E+07 3.985E+06 7.801E+06 6.149E+02
 1.50E+02 2.090E+07 4.338E+06 8.612E+06 1.525E+07 3.072E+06 6.141E+06 6.852E+02
 1.75E+02 1.766E+07 3.310E+06 6.696E+06 1.341E+07 2.449E+06 4.980E+06 7.504E+02
 2.00E+02 1.528E+07 2.617E+06 5.377E+06 1.197E+07 2.003E+06 4.132E+06 8.113E+02
 2.50E+02 1.202E+07 1.766E+06 3.717E+06 9.849E+06 1.420E+06 2.996E+06 9.218E+02
 3.00E+02 9.909E+06 1.280E+06 2.742E+06 8.370E+06 1.065E+06 2.284E+06 1.019E+03
 3.50E+02 8.424E+06 9.738E+05 2.116E+06 7.279E+06 8.306E+05 1.807E+06 1.105E+03
 4.00E+02 7.326E+06 7.684E+05 1.689E+06 6.439E+06 6.679E+05 1.469E+06 1.181E+03
 4.50E+02 6.480E+06 6.232E+05 1.383E+06 5.774E+06 5.498E+05 1.221E+06 1.248E+03
 5.00E+02 5.809E+06 5.166E+05 1.156E+06 5.233E+06 4.613E+05 1.032E+06 1.307E+03
 6.00E+02 4.812E+06 3.732E+05 8.463E+05 4.408E+06 3.394E+05 7.696E+05 1.402E+03
 7.00E+02 4.108E+06 2.832E+05 6.492E+05 3.808E+06 2.610E+05 5.981E+05 1.473E+03
 8.00E+02 3.583E+06 2.230E+05 5.155E+05 3.353E+06 2.075E+05 4.796E+05 1.523E+03
 9.00E+02 3.177E+06 1.805E+05 4.202E+05 2.994E+06 1.693E+05 3.941E+05 1.556E+03
 1.00E+03 2.854E+06 1.493E+05 3.499E+05 2.705E+06 1.410E+05 3.301E+05 1.574E+03
 1.25E+03 2.276E+06 9.989E+04 2.369E+05 2.180E+06 9.536E+04 2.261E+05 1.574E+03
 1.50E+03 1.893E+06 7.185E+04 1.720E+05 1.826E+06 6.911E+04 1.654E+05 1.575E+03
 1.75E+03 1.621E+06 5.435E+04 1.311E+05 1.571E+06 5.256E+04 1.267E+05 1.575E+03
 2.00E+03 1.417E+06 4.266E+04 1.035E+05 1.379E+06 4.142E+04 1.005E+05 1.576E+03
 2.50E+03 1.133E+06 2.843E+04 6.963E+04 1.109E+06 2.777E+04 6.799E+04 1.578E+03
 3.00E+03 9.444E+05 2.039E+04 5.030E+04 9.273E+05 1.999E+04 4.931E+04 1.580E+03
 3.50E+03 8.099E+05 1.539E+04 3.819E+04 7.973E+05 1.513E+04 3.753E+04 1.583E+03
 4.00E+03 7.092E+05 1.206E+04 3.006E+04 6.995E+05 1.188E+04 2.960E+04 1.586E+03
 4.50E+03 6.310E+05 9.720E+03 2.433E+04 6.232E+05 9.589E+03 2.400E+04 1.589E+03
 5.00E+03 5.684E+05 8.014E+03 2.013E+04 5.621E+05 7.915E+03 1.988E+04 1.592E+03
 6.00E+03 4.747E+05 5.736E+03 1.449E+04 4.703E+05 5.676E+03 1.434E+04 1.598E+03
 7.00E+03 4.079E+05 4.322E+03 1.097E+04 4.046E+05 4.283E+03 1.087E+04 1.605E+03
 8.00E+03 3.578E+05 3.382E+03 8.617E+03 3.553E+05 3.354E+03 8.547E+03 1.611E+03
 9.00E+03 3.189E+05 2.724E+03 6.963E+03 3.169E+05 2.703E+03 6.911E+03 1.617E+03
 1.00E+04 2.878E+05 2.244E+03 5.753E+03 2.861E+05 2.229E+03 5.714E+03 1.624E+03
 1.25E+04 2.318E+05 1.489E+03 3.840E+03 2.307E+05 1.480E+03 3.817E+03 1.639E+03
 1.50E+04 1.945E+05 1.065E+03 2.759E+03 1.937E+05 1.059E+03 2.745E+03 1.654E+03
 1.75E+04 1.678E+05 8.019E+02 2.086E+03 1.673E+05 7.981E+02 2.076E+03 1.668E+03
 2.00E+04 1.479E+05 6.275E+02 1.638E+03 1.474E+05 6.248E+02 1.631E+03 1.681E+03
 2.50E+04 1.199E+05 4.167E+02 1.094E+03 1.196E+05 4.151E+02 1.089E+03 1.706E+03
