 77
 1.0000E+03 1.3500E+06
 1.2500E+03 8.6587E+05
 1.5000E+03 6.0220E+05
 1.7500E+03 4.3337E+05
 2.0000E+03 3.2590E+05
 2.0404E+03 3.1200E+05
 2.0404E+03 3.3580E+05
 2.0779E+03 5.1096E+05
 2.1161E+03 7.7700E+05
 2.1161E+03 8.1910E+05
 2.5000E+03 7.7530E+05
 2.5507E+03 7.7030E+05
 2.5507E+03 8.9010E+05
 2.7238E+03 7.5956E+05
 2.9087E+03 6.4820E+05
 2.9087E+03 6.8820E+05
 3.0000E+03 6.3890E+05
 3.1737E+03 5.6100E+05
 3.1737E+03 5.8520E+05
 3.5000E+03 4.6306E+05
 4.0000E+03 3.3650E+05
 4.5000E+03 2.5210E+05
 5.0000E+03 1.9470E+05
 6.0000E+03 1.2340E+05
 7.0000E+03 8.3303E+04
 8.0000E+03 5.9280E+04
 9.0000E+03 4.3715E+04
 1.0000E+04 3.3290E+04
 1.1215E+04 2.4680E+04
 1.1215E+04 6.3700E+04
 1.2500E+04 4.7518E+04
 1.2824E+04 4.4340E+04
 1.2824E+04 6.1370E+04
 1.3118E+04 5.8054E+04
 1.3419E+04 5.4930E+04
 1.3419E+04 6.3500E+04
 1.5000E+04 4.7850E+04
 1.7500E+04 3.2046E+04
 2.0000E+04 2.2650E+04
 2.5000E+04 1.2501E+04
 3.0000E+04 7.6930E+03
 3.5000E+04 5.0662E+03
 4.0000E+04 3.5280E+03
 4.5000E+04 2.5553E+03
 5.0000E+04 1.9150E+03
 6.0000E+04 1.1580E+03
 7.0000E+04 7.5589E+02
 7.6111E+04 5.9940E+02
 7.6111E+04 2.9750E+03
 8.0000E+04 2.6180E+03
 9.0000E+04 1.9249E+03
 1.0000E+05 1.4560E+03
 1.2500E+05 8.0458E+02
 1.5000E+05 4.9440E+02
 1.7500E+05 3.2674E+02
 2.0000E+05 2.2820E+02
 2.5000E+05 1.2580E+02
 3.0000E+05 7.7900E+01
 3.5000E+05 5.2329E+01
 4.0000E+05 3.7340E+01
 4.5000E+05 2.7909E+01
 5.0000E+05 2.1630E+01
 6.0000E+05 1.4100E+01
 7.0000E+05 9.9592E+00
 8.0000E+05 7.4490E+00
 9.0000E+05 5.8133E+00
 1.0000E+06 4.6860E+00
 1.0220E+06 4.4850E+00 1.0000E-35
 1.2500E+06 3.0250E+00 1.0980E-01
 1.5000E+06 2.1560E+00 5.1710E-01
 1.7500E+06 1.6404E+00 1.0447E+00
 2.0000E+06 1.3050E+00 1.5870E+00
 2.0440E+06 1.2580E+00 1.6820E+00
 2.5000E+06 9.0605E-01 2.6249E+00
 3.0000E+06 6.8340E-01 3.5641E+00
 3.5000E+06 5.4332E-01 4.4175E+00
 4.0000E+06 4.4820E-01 5.1966E+00
 4.5000E+06 3.7997E-01 5.9096E+00
 5.0000E+06 3.2890E-01 6.5671E+00
 6.0000E+06 2.5800E-01 7.7495E+00
 7.0000E+06 2.1150E-01 8.7928E+00
 8.0000E+06 1.7880E-01 9.7327E+00
 9.0000E+06 1.5460E-01 1.0587E+01
 1.0000E+07 1.3600E-01 1.1379E+01
 1.1000E+07 1.2140E-01 1.2100E+01
 1.2000E+07 1.0950E-01 1.2780E+01
 1.3000E+07 9.9750E-02 1.3410E+01
 1.4000E+07 9.1550E-02 1.3999E+01
 1.5000E+07 8.4580E-02 1.4558E+01
 1.6000E+07 7.8580E-02 1.5066E+01
 1.8000E+07 6.8800E-02 1.6001E+01
 2.0000E+07 6.1160E-02 1.6825E+01
 2.2000E+07 5.5040E-02 1.7578E+01
 2.4000E+07 5.0030E-02 1.8260E+01
 2.6000E+07 4.5850E-02 1.8890E+01
 2.8000E+07 4.2310E-02 1.9460E+01
 3.0000E+07 3.9270E-02 1.9990E+01
 3.5000E+07 3.3291E-02 2.1157E+01
 4.0000E+07 2.8890E-02 2.2147E+01
 4.5000E+07 2.5511E-02 2.3006E+01
 5.0000E+07 2.2840E-02 2.3756E+01
 6.0000E+07 1.8890E-02 2.4998E+01
 7.0000E+07 1.6104E-02 2.5996E+01
 8.0000E+07 1.4030E-02 2.6822E+01
 9.0000E+07 1.2426E-02 2.7519E+01
 1.0000E+08 1.1150E-02 2.8116E+01
 1.2500E+08 8.8776E-03 2.9289E+01
 1.5000E+08 7.3760E-03 3.0155E+01
 1.7500E+08 6.3075E-03 3.0824E+01
 2.0000E+08 5.5090E-03 3.1360E+01
 2.5000E+08 4.3965E-03 3.2176E+01
 3.0000E+08 3.6580E-03 3.2769E+01
